Job_Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,hourly,Min_salary,Max_salary,Avg_salary,Company_Name_Cleaned,Job_State_cleaned,Age,Python,SQL,AWS,AZURE,BIG_DATA,Computer_Vision,R,Visualization,Tableau,Power BI,Machine_Learning,STATISTICS,Deep Learning,EXCEL,Deployment,Job_simplified,Seniority,Min_size,Max_size,AVG_size,Rev_million,Rev_billion
Data Scientist,$54K-$98K (Glassdoor est.),"Job Description: ** *Advanced understanding of probability, statistics, machine learning, data science** Expertise in data correlation/feature analysis, analysis of machine learning models, and optimizing models for accuracy* Proficiency in transforming and cleaning data & working across multiple models* Ability to research and manipulate complex and large data sets (both distributed and non-distributed)* Strong fundamentals in problem solving, algorithm design, and model building* Ability to solve complex business problem through a blend of logical and creative thinking* Strong communication skills with excellent ability to synthesize complex information* *Excellent Code writing capability in Python and familiarity with relevant ML packages** Familiarity with libraries such as Pandas, Scikit-learn etc.* *Experience of working on Fraud detection solution** *Excellent knowledge of anomalies/outliers detection using unsupervised algorithms – clustering, Local Outlier Factor, Isolation Forest , etc. ** Deep learning experience - added advantage*_Experience_*: 5+ Years*_Education_*: Master’s degree or higher in Computer Science, Data Science, Engineering, Math, Applied Statistics, or related field.Job Types: Temporary, ContractPay: $77,501.00 - $165,686.00 per yearSchedule:* Monday to FridayExperience:* Python: 3 years (Required)* ML: 2 years (Required)* Fraud Detection: 1 year (Required)Contract Length:* More than 1 yearFull Time Opportunity:* NoWork Location:* Fully RemoteWork Remotely:* Temporarily due to COVID-19",5.0,"iconvergence
5.0","Redmond, WA",-1,1 to 50 ,-1,Company - Private,-1,-1,Less than $1 million,-1,0,54,98,76.0,iconvergence, WA,-1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,data scientist,na,1,50,25.5,1,0
Associate Clinical Scientist,$54K-$98K (Glassdoor est.),"The Associate Clinical Scientist will serve as a clinical scientist providing pharmacology support and execution of the development, update and maintenance of the TRHC?s clinical decision support system (CDSS) of drug-drug interactions based on drug pharmacokinetics properties. The successful candidate will have a working knowledge of clinical pharmacology, drug metabolism, drug transporters, and related pharmacokinetics principles. This person will work in collaboration with other research and clinical scientists in the Precision Pharmacotherapy Research & Development institute for the integration of generated information and of knowledge into the overall program strategies, to improve the efficiency of the TRHC?s CDSS, improve our mechanistic understanding and provide scientific rationale. This individual will also work in close collaboration with the TRHC academy to provide advanced training and review educational programs related to the TRHC?s CDSS. This is an exciting opportunity to be part of a high-impact clinical pharmacology team and collaborative setting.

TRHC Scientific Precision Pharmacotherapy Research & Development Institute (SPPRDI) is committed to the development of proprietary products, their validation and recognition by the scientific and regulatory communities to optimize medication regimen in order to improve patient outcomes, reduce utilization of various healthcare services, lower healthcare costs, and manage risk.
Accountable and responsible for ensuring maintenance and update of drugs into the CDSS.
Performs, integrates and interpret PK analysis including pre-clinical and clinical studies.
Interpret enzymatic assays, in vitro/ex vivo drug metabolism studies. Integrate metabolism and transporter data to provide mechanistic interpretation into the CDSS.
Fully knowledgeable about PK?s drugs; to address, identify and resolve scientific issues.
Contributes to expert pharmacology input into educational training programs and materials.
Complies with all applicable regulations, maintains proper records in accordance with SOPs and policies
Education:
PharmD or MD equivalent and PhD from an accredited institution in Clinical pharmacology, Pharmacokinetics, Drug metabolism, or other relevant fields or equivalent experience in related fields.
Experience:
Experience in clinical pharmacology research.
Experience in research (post-doctoral formation/fellowship; up to 2 years) would be advantageous.
Specific Skills:
An in depth knowledge of drug metabolizing enzymes and transporters would be considered highly beneficial.
Demonstrated ability and strong understanding with preclinical and clinical PK data.
Demonstrates ability to drive for results independently.
Participates in team for ensuring valid methods and in assessing review process.
Applicant should be organized, self-motivated and capable of working autonomously and in a collaborative environment.
It would be advantageous for the candidate to have knowledge on pharmacogenomics.",4.1,"Tabula Rasa HealthCare, Inc
4.1","Orlando, FL",-1,501 to 1000 ,2009,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million,-1,0,54,98,76.0,"Tabula Rasa HealthCare, Inc", FL,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,na,na,501,1000,750.5,1,0
Data Scientist,$54K-$98K (Glassdoor est.),"\*\*\*ONLY W2 CONSULTANTS\*\*\*\*\***MUST HAVE EXPERIENCE (MACHINE LEARNING, PYTHON, CLINICAL DATA)*Job Title: Data ScientistLocation: Minneapolis,MNDuration: 12+ months contract or contract to hireJob Description:• Possess a Master’s in a science or engineering discipline or higher (completed and verified prior to start) from an accredited institutionMust have experience with Machine Learning.• Experience developing software Python.Experience in machine learning sub-disciplines such as: deep learning, signal processing and time series analysis, natural language processing, dimensionality reduction, data wrangling, and statistical methods• Strong scientific and technical acumen, with demonstrated interest and ability to make connections between science/technology and real-world constraints• Ability to manage the ambiguity of early-stage evaluation of new opportunities – flexibility to change direction as additional information becomes available – help architect new business opportunity areas• Demonstrated scientific excellence as evidenced by publications and presentations• Collaborative, self-motivated, self-directed, entrepreneurial, and business savvyThanks and Regards,Surya Prakash | Sr. Recruiter | CS Solutions Inc | 3440 Federal Dr,Ste #100,Eagan,MN USA,Phone: (512) 234-6638(D)Job Types: Full-time, ContractPay: $40.00 - $80.00 per hourSchedule:* 8 hour shift* Monday to FridayEducation:* Bachelor's (Preferred)Full Time Opportunity:* YesBenefit Conditions:* Only full-time employees eligibleWork Remotely:* Temporarily due to COVID-19",4.0,"CS Solutions Inc
4.0","Minneapolis, MN",-1,1 to 50 ,1996,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million,-1,0,54,98,76.0,CS Solutions Inc, MN,24,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,data scientist,na,1,50,25.5,1,0
Machine Learning - Computer Scientist,$54K-$98K (Glassdoor est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The Research & Development centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world.

MITRE is seeking a Senior / Lead Computer Scientist to cultivate and lead highly skilled technical staff to apply machine learning / deep learning, computer vision, cognitive science, mathematics and statistics. As our Computer Scientist you will promote and provide MITRE-unique value across multiple sponsors. Additionally, you will be expected to initiate and contribute to various research projects & efforts across MITRE and in collaboration with academia, industry and sponsors.

Responsibilities include:
Provide thought leadership and collaborate with academia, industry and MITRE Technical Centers, portfolio and program divisions in innovation and research initiatives related to machine learning/deep learning, computer vision, cognitive science, mathematics and statistics in combination with cybersecurity, data engineering and social science
Work with department leadership to develop and evolve an enduring, adaptive and forward-looking strategy and capability advancing the Department domain knowledge and capabilities that align with strategic/significant sponsor needs and challenges including but not limited to: Adversarial information scenarios, Defining, detecting and measuring information trust, bias/fairness in decision, models and algorithms, Biometric authentication, detecting biometric or identity fraud, anti-spoofing, Defining, detecting and measuring bias in datasets and information, Information security and privacy, Data generation, and Data impacting quality of decision
Contribute to the technical work program of one or more projects and provide technical guidance and quality products focused on successful sponsor outcomes, strong leadership and transition of research results to sponsor operations
Provide exemplary leadership, caring mentorship, and collaborative technical advice to staff related to Department domain knowledge or capabilities
Basic Qualifications:
Bachelor's Degree in Electrical Engineering, Computer Engineering, Cybersecurity, Mathematics, Systems Engineering, Software Engineering, Computer Science, Physics, or related field
5 + years applicable experience including machine learning/deep learning, computer vision, cognitive science, mathematics and statistics
Required Qualifications:
Must be a U.S. citizen with ability to possess and maintain a DoD clearance
Proficiency in use of Microsoft Office including Outlook, Excel, and Word
Must have demonstrated proficiency and strength in verbal, written, PC, presentation, and communications skills
Hands on work experience will include tools / packages such as: TensorFlow, Keras, Caffe, Theano, PyTorch, dlib, C/C++, Python, JSON, XML, SQL, NoSQL, DBMS, ETL
Outstanding presentation skills, both development & delivery, are required for both MITRE facing and Sponsor facing communications
Preferred Qualifications:
Advanced degree in related field of study
Candidates that possess a current/active US Government clearance are preferred
Proven experience with cybersecurity, data engineering, social science, mobile computing, computer networking, virtualization, cloud computing, and big data
MITRE’s workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us. For more information please visit https://www.mitre.org/careers/working-at-mitre. U.S Citizenship is required for most positions.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.3,"MITRE
3.3","McLean, VA",-1,5001 to 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion,-1,0,54,98,76.0,MITRE, VA,62,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,machine learning engineer,na,5001,10000,7500.5,0,1
Data Scientist,$54K-$98K (Glassdoor est.),"About Us*Evozyne, a new Chicago-based protein engineering company, has developed an innovative data-driven platform that brings together deep computational modeling, high-throughput gene synthesis, and novel assay technologies to create biological macromolecules with specific desired characteristics. Strong initial funding comes from a group of investors led by Paragon Biosciences, a leading innovator in building life sciences companies. Evozyne is now establishing partnerships with world-leading companies to solve pressing challenges in decarbonization, green chemistry, food science, biopharmaceuticals, and biocatalysis. We are interested in recruiting well-trained scientists and engineers with expertise in deep learning, bioinformatics, statistical physics, data-driven design, DNA synthesis, molecular biology, protein biochemistry, high-throughput assays, laboratory automation, microfluidics, and imaging and who are interested in being part of building our new vision for biomolecular engineering.*Job Summary: *The primary focus of this position is the development of deep learning tools to learn protein design rules from protein databases, create generative models of synthetic protein sequences, construct supervised models linking protein sequence to measured function, and packaging of these tools within user friendly software. The position will interface closely with the experimental gene synthesis and assay team in order to provide close coupling between the computational and experimental feedback loop. The successful candidate will lead the computational and software development efforts at Evozyne, train other team members, and contribute to the overall development of our startup company.*Responsibilities: ** Construct deep learning tools to extract protein design rules from protein sequence databases.* Build supervised and unsupervised models for the computational design of synthetic protein sequences with desired structure and function.* Develop these tools into scalable and efficient software packages with user-friendly front-ends.* Interface closely with the experimental gene synthesis and assay teams to integrate and execute the design-build-test cycle.* Lead small teams including training technicians and other staff.* Assist in analyzing prospective projects from a bioinformatics perspective and help to draft proposals for partners/clients.* Communicate results within the company and to external partners.* Be a productive collaborator in our company.*Competencies: ** Strong skills and extensive experience in Python, C/C++, and bash programming.* Experience with Python machine learning libraries scikit-learn, PyTorch, Keras, TensorFlow.* Experience in software development and deployment (e.g., GitHub).* Familiarity with version control using git.* Familiarity with high-performance CPU and GPU computing in cluster and cloud environments.* Familiarity with Linux / Unix.* Background knowledge and formal training in bioinformatics.* Background knowledge and formal training in statistical thermodynamics and molecular modeling desirable but not required.* Strong written and oral communication skills.* Ability to work and solve problems in interdisciplinary teams.*Required Education, Experience and Certifications: ** Education: A Masters or PhD degree in computer science, electrical and computer engineering, chemical engineering, (bio)physics, materials science, biology, chemistry, or allied field.* Experience: The ideal candidate will have prior experience in computational molecular design, machine learning (in particular deep learning), molecular modeling, and software development.* Compensation will be determined based on experience and qualifications.*Required Documents: ** Resume or CVJob Type: Full-timePay: $0.00 per yearBenefits:* 401(k)* Dental insurance* Health insurance* Paid time offSchedule:* Monday to FridaySupplemental Pay:* Bonus payExperience:* of industrial r&d: 3 years (Preferred)Work Location:* One locationCompany's website:* evozyne.comBenefit Conditions:* Only full-time employees eligibleWork Remotely:* Temporarily due to COVID-19",-1.0,"Evozyne, LLC","Chicago, IL",-1,0 to 0,-1,-1,-1,-1,na,-1,0,54,98,76.0,"Evozyne, LLC", IL,-1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,data scientist,na,0,0,0.0,0,0
Data Engineer,$54K-$98K (Glassdoor est.),"Summary

As a Data Engineer (Level II), you are familiar with the data warehousing technical components, infrastructure, and their integration. You'll analyze large amounts of data, discover and solve real world problems. You love the idea of being able to provide insight as well as presenting those insights. You are responsible for high level design/architecture. You are comfortable fostering relationships with internal business partners and other members of the development team.

Key Responsibilities
Design, develop, and maintain modular code base to solve real world problems.
Conduct regular peer code reviews to ensure code quality and compliance following best practices in the industry.
Work in cross-disciplinary teams to understand client needs and ingest rich data sources.
Research, experiment, and utilize leading Big Data technologies in AWS
Help drive the process for pursuing innovations, target solutions, and extendable platforms for ampliFI's products.
Participate in developing and presenting thought leadership and assist in ensuring that ampliFI's data source technology stack incorporates and is optimized for using specific technologies.
Required Skills and Experience
Qualified individuals possess the ampliFI attributes of being smart, curious, committed to vision, passionate, fun/pleasant, an achiever and having a sense of urgency
Minimum of three years of big data experience with multiple programming languages and technologies, three years as a lead / team manager.
Bachelor's degree or master's degree from an accredited college/university in Computer Science, Computer Engineering, or related field (i.e. math and physics);
Ability to manage established relationships internally as well as with clients.
Ability to communicate complex technical concepts succinctly to non-technical colleagues, understand & manage interdependencies between all facets of a project.
Ability to interface with clients; Must have demonstrated advanced proficiency in complex, mature and sophisticated Design & Analysis technologies and solutions.
Skilled ability to rapidly ingest, transform, engineer, and visualize data, both for ad hoc and product-level (e.g., automated) data & analytics solutions.
Experience with large-scale, AWS big data methods such as EC2, S3, EMR, Kinesis, DynamoDB, and Redshift.
Ability to work efficiently under Unix/Linux environment, having experience with source code management systems like GIT.
Strong knowledge with programming methodologies (version control, testing, QA) and agile development methodologies.
3-5 years' experience
Physical Requirements
Frequently required to sit and stand
Occasionally required to stoop, kneel and crouch
Required to use hands to handle or feel objects, tools or controls
Other Duties

Duties, responsibilities and activities are not all encompassing and may change at any time with or without notice. To perform this job successfully, an individual must be able to perform each essential job duty satisfactorily. Reasonable accommodations may be made to enable qualified individuals with disabilities to perform essential job functions

PI122947362",-1.0,ampliFI Loyalty Solutions,"Naperville, IL",-1,0 to 0,-1,-1,-1,-1,na,-1,0,54,98,76.0,ampliFI Loyalty Solutions, IL,-1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,data engineer,na,0,0,0.0,0,0
Data Scientist,$54K-$98K (Glassdoor est.),"Job Title: Data Scientist

Location: Atlanta GA 30354

USC and GC local.

Try to find Airline industry experience

Required Skills
B.S in operations research, mathematics, statistics, transportation science, engineering, (or comparable quantitative field) required; advanced degree preferred
Applied experience with machine learning on large datasets
Proficiency in Excel, SQL, and Python
Strong analytical, quantitative, and communication skills
Demonstrated leadership and self-direction
Statistical modeling, process evaluation, and/or proven problem-solving skills
Experience with data visualization preferred
Responsibilities:
Work with large, complex data sets.
Solve difficult, non-routine analysis problems, applying advanced analytical methods as needed.
Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations
Build and prototype analysis pipelines iteratively to provide insights at scale.
Develop a comprehensive understanding of data structures and metrics, advocating for changes where needed
Interact cross-functionally with a wide variety of people and teams.
Work closely with engineers to identify opportunities for, design, and assess improvements to products
Listen to business and IT peers, ask questions, and learn
Make business recommendations (e.g. cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information
Research and develop analysis, forecasting, and optimization methods to improve the quality of user-facing products
Develop solutions for real-world, large scale problems
Work independently and drive a task to completion with accuracy, transparency, and urgency",4.1,"A R Systems Inc.,
4.1","Atlanta, GA",-1,1 to 50 ,1983,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$1 to $5 million,-1,0,54,98,76.0,"A R Systems Inc.,", GA,37,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,data scientist,na,1,50,25.5,1,0
Data Analyst,$54K-$98K (Glassdoor est.),"Captivate is North America’s leading location-based digital video network reaching millions of professionals throughout the day. We connect viewers to the world outside their office by delivering valuable information and entertainment. Utilizing multiple touchpoints including elevator screens, mobile & desktop to influence personal and professional purchase decisions, we maintain a 90% engagement rate among a quality, hard-to-reach audience of 12 million unique viewers every month.

Data Analyst

Captivate has an excellent opportunity for a strategic professional looking to grow their skills, expand responsibility, and pursue an exciting and rewarding career in sales operations and analytics. The Data Analyst is a key role with measurable impact on the sales performance of both our American and Canadian Ad Sales and Real Estate Sales teams. Responsibilities include managing strategy focused projects as determined by the Sales Operations & Strategy Manager, overseeing data visualization design and reporting, and acting as a liaison between our Engineering, IT and Product teams to convert business needs into technical requirements. The Data Analyst will report directly to the Sales Operations & Strategy Manager and will work out of our NYC headquarters.

What You’ll Do:
Build data visualization dashboards (Looker) for revenue generating departments (Ad Sales, Real Estate Sales, Lead Generation, Operations, etc.)to discover insights that will guide strategic decisions
Build reporting dashboards and drive analysis to increase the performance visibility to the business owners
Develop and automate reports in Excel, cleansing the data from multiple sources
Identify and optimize processes for sales, strategy, and planning departments
Drive continuous improvement on all related sales processes, systems and documents to ensure standardization and simplification of the sales process
Be a subject matter expert on the Sales CRM (Netsuite & boostr), and assist in back-end improvements
Conduct research, pilot features for the Sales CRM (Netsuite & boostr), document/prepare recommendations for review and act as the training lead for day to day support
Prepare and distribute weekly reports on Ad Sales & Real Estate Sales team attainment
What You Bring:
Working experience in sales strategy or sales operations
Strong business acumen capable of understanding the variables impacting sales and revenue
Ability to organize and prioritize activities effectively, while ensuring a high level of accuracy and attention to detail in a deadline driven environment
A go-getter attitude capable of working independently and proactively to address business needs
Advanced proficiency using Excel, Power BI, Word, and PowerPoint
Experience working with data visualization platforms (Looker, Tableau, Domo, etc.)
Experience with CRM software (Salesforce, NetSuite, etc.)
Excellent written and verbal communication skills
Bonus Points if You:
Have a basic understanding of SQL and want to learn more
Have a general knowledge of cloud environments
Why You Should Work for Captivate:

Captivate offers a generous FTO (flexible time off) policy, matching 401k, commuter benefits & health insurance programs offered through Cigna. We encourage work-life balance through team building activities, employee outings and celebratory events. Captivate offers a great work environment and provides employees the opportunity to make an impact, through employer gift match programs & volunteer opportunities.

Behind the screens of Captivate are real people. Check out our Employee Spotlight page!",4.4,"Captivate
4.4","New York, NY",-1,51 to 200 ,1997,Company - Private,News Outlet,Media,$50 to $100 million,-1,0,54,98,76.0,Captivate, NY,23,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,data analyst,na,51,200,125.5,1,0
Data Scientist,$54K-$98K (Glassdoor est.),"We are seeking a highly talented and creative Data Scientist who is comfortable in an agile environment, excited to work with collaborative teams in delivering actionable data insights for our clients. The ideal candidate is a highly motivated individual who can bring fresh ideas, quickly deliver powerful and predictive models, and communicate results across the organization, all with a clear focus on driving client value.At Bridg, you will be solving complex problems with a business that celebrates innovation and values your contributions. We want you to wake up each day excited to use cutting edge tools/technologies and big data analytics practices.Duties and ResponsibilitiesFind creative value in large datasets via the development of machine learning modelsConstruct and productionalize complex and efficient SQL queries against relational databasesDesign forecasting models to predict client data trendsImprove and monitor data science models in productionWork with Client Success and Data teams to showcase intuitive data visualisationsCommunicate findings to the company through standard and ad hoc reports.Execution of operational special projects, as they arise.Required Background and SkillsBS and/or MS in quantitative field, PhD preferred4+ Years previous experience in data engineering, business intelligence, analysis, or other related fieldAdvanced experience with a scripting language such as Python or RExperience with SQL and efficient database queryingExperience with a diversity of supervised machine learning models, such as Linear/Logistic Regression, Random Forest, CNN, Gradient Boosting, or othersFamiliarity with libraries for building and deploying models, such as MlFlow, Airflow, PyTorch, and TensorFlowStrong problem solving and critical thinking skillsStrong attention to detail and clear, effective communicationAbout Bridg:Bridg is a marketing software company that provides a CRM solution, email and SMS marketing, insights and analytics, mobile app and loyalty program development for restaurants and retailers. Powered by transaction data, Bridg builds unique 360º customer profiles to understand individualized behavior patterns, providing clients with deep data science used to create wide-reaching, effective personalized marketing campaigns that drive traffic and sales in a measurable way.Our headquarters is located in West LA / Santa Monica, and we offer competitive salaries, great benefits, and a high-energy environment with lots of room for personal and professional growth.",2.4,"Bridg
2.4","Los Angeles, CA",-1,1 to 50 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,na,-1,0,54,98,76.0,Bridg, CA,9,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,data scientist,na,1,50,25.5,0,0
Data Scientist (2 Year Fixed Term),$54K-$98K (Glassdoor est.),"The Department of Ophthalmology at Stanford University School of Medicine is seeking a highly motivated, hard-working andprofessional Data Scientist to facilitate research efforts in ophthalmology. The incumbent will be part of the Department of Ophthalmology; however, the position will be in a collaborative environment, engaging with other Stanford faculty and staff across multiple departments, including Biomedical Data Science, Research IT, and Research Informatics Center. The incumbent will work with a combination of structured and unstructured (text, imaging) data from several sources, including the ophthalmology IRIS (Intelligent Research In Sight) national clinical data registry, Stanfords STARR and STARR-OMOP clinical research databases, commercial and Medicare claims data, national survey data, and other sources. The position will require an incumbent who is comfortable working with some independence; consulting with and advisinginvestigators to refine research questions, define hypotheses and project objectives, design studies and devise analysis plans; and working with project team membersincluding clinicians, trainees, and other statisticians/informaticiststo implement analysis plans and publish findings. The incumbent must be proficient at balancing involvement in multiple simultaneous projects and prioritizing to manage competing priorities. The incumbent will work closely with others to interrogate databases to create analytic files, perform quality control and data cleaning, and manage and analyze data. The incumbent must be an excellent and timely communicator, able to present results in oral and written form to clinical investigators. Duties include:
Work directly with investigators and independently identify appropriate data analytic approaches; assist in study design and proposal development
Create analytic files with detailed documentation. Prepare data for analysis by cleaning, identifying cohorts, reshaping data, creating new variables, merging multiple data tables, creating and maintaining new databases as needed.
Implement data analyses using predictive modeling approaches (machine-learning, deep-learning), or inferential statistical methods as appropriate to the project
Develop reusable and well-documented code for all projects, that can be maintained in a repository (e.g. GitHub) for collaborative use
Quickly learn new skills as needs arise, such as new programming or statistical packages
Communicate and present results for investigators using graphs and tables.
Develop oral and written dissemination of findings for conference presentations and peer-reviewed journal articles.
- Other duties may also be assigned DESIRED QUALIFICATIONS:
Strong background in machine learning, biostatistics, and bioinformatics
Willing and eager to learn new skills
Experience with large datasets and database use
Experience with analysis of real-world observational health data (e.g., electronic medical records, insurance claims)
Manipulation and analyses of complex high-dimensional data
Ability to perform careful data cleaning and preparation, including: identifying and handling data discrepancies, duplicates, missing values, etc; developing cohorts of patients based on inclusion and exclusion criteria, such as those based on billing code diagnoses, age or other demographics, length of follow-up, or other characteristics; creating new variables, including coding relevant outcomes, combining sparse variables, normalizing/standardizing variables; merging datasets on multiple key values; reshaping data from long to wide or vice versa as the befits the analysis needs; loading data into analysis programs, saving data into different file formats
Experience with at least 2 of the following: 1) Machine learning predictive models (gradient boosted trees, random forest etc.); 2) Deep learning neural networks, transfer learning; 3) Hierarchical/multilevel modeling, propensity score matching/weighting
Experience with free-text data (e.g., natural language processing) is a plus, or else willingness to learn
EDUCATION & EXPERIENCE (REQUIRED):Master\'s degree in biostatistics, statistics or related field and at least 3 years of experience.
KNOWLEDGE, SKILLS AND ABILITIES (REQUIRED):
Proficient in at least two of R, SAS, SPSS, or STATA for statistical analyses and visualization.
Proficient in SQL
Python experience or willingness to learn quickly, including packages such as Jupyter Notebook, matplotlib, pandas, scikit-learn, tensorflow/keras
Able to use GitHub, write reusable and well-documented code
Outstanding ability to communicate in written and oral English how data analyses were performed, to both technical and non-technical audiences.
Demonstrated excellence in at least one area of expertise, which may include statistical methodology such as missing data, survival analysis, or informatics; statistical computing; database design (e.g., Oracle datases, SQL); predictive modeling (machine learning and deep learning).
PHYSICAL REQUIREMENTS*:
Frequently perform desk based computer tasks, seated work and use light/ fine grasping.
Occasionally stand, walk, and write by hand, lift, carry, push pull objects that weigh up to 10 pounds.
- Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job.
WORKING CONDITIONS:May work extended or non-standard hours based on project or business cycle needs.
WORK STANDARDS:
Interpersonal Skills: Demonstrates the ability to work well with Stanford colleagues and clients and with external organizations.
Promote Culture of Safety: Demonstrates commitment to personal responsibility and value for safety; communicates safety concerns; uses and promotes safe behaviors based on training and lessons learned.
Subject to and expected to comply with all applicable University policies and procedures, including but not limited to the personnel policies and other policies found in the University\'s Administrative Guide, http://adminguide.stanford.edu.
Additional Information
Schedule: Full-time
Job Code: 5522
Employee Status: Fixed-Term
Grade: I
Department URL: http://ophthalmology.stanford.edu/
Requisition ID: 86845",4.0,"Stanford University School of Medicine
4.0","Stanford, CA",-1,5001 to 10000 ,-1,College / University,Colleges & Universities,Education,na,-1,0,54,98,76.0,Stanford University School of Medicine, CA,-1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,data scientist,na,5001,10000,7500.5,0,0
